datetime,casual,registered,count
2012-02-16 08:00:00,9,489,498
2012-02-16 09:00:00,3,199,202
2012-02-16 10:00:00,2,42,44
2012-02-16 11:00:00,2,69,71
2012-02-16 12:00:00,1,44,45
2012-02-16 13:00:00,2,62,64
2012-02-16 14:00:00,1,30,31
2012-02-16 15:00:00,3,50,53
2012-02-16 16:00:00,8,110,118
2012-02-16 17:00:00,8,281,289
2012-02-16 18:00:00,8,345,353
2012-02-16 19:00:00,4,254,258
2012-02-16 20:00:00,5,211,216
2012-02-16 21:00:00,3,142,145
2012-02-16 22:00:00,3,108,111
2012-02-16 23:00:00,3,70,73
2012-02-17 00:00:00,2,32,34
2012-02-17 01:00:00,2,16,18
2012-02-17 02:00:00,1,11,12
2012-02-17 03:00:00,0,1,1
2012-02-17 04:00:00,0,1,1
2012-02-17 05:00:00,0,16,16
2012-02-17 06:00:00,1,70,71
2012-02-17 07:00:00,4,222,226
2012-02-17 08:00:00,4,516,520
2012-02-17 09:00:00,8,275,283
2012-02-17 10:00:00,13,103,116
2012-02-17 11:00:00,9,133,142
2012-02-17 12:00:00,21,177,198
2012-02-17 13:00:00,34,171,205
2012-02-17 14:00:00,33,137,170
2012-02-17 15:00:00,41,180,221
2012-02-17 16:00:00,56,251,307
2012-02-17 17:00:00,36,429,465
2012-02-17 18:00:00,15,362,377
2012-02-17 19:00:00,16,266,282
2012-02-17 20:00:00,13,158,171
2012-02-17 21:00:00,15,114,129
2012-02-17 22:00:00,15,92,107
2012-02-17 23:00:00,10,72,82
2012-02-18 00:00:00,5,81,86
2012-02-18 01:00:00,7,38,45
2012-02-18 02:00:00,6,39,45
2012-02-18 03:00:00,3,15,18
2012-02-18 04:00:00,3,4,7
2012-02-18 05:00:00,0,1,1
2012-02-18 06:00:00,1,8,9
2012-02-18 07:00:00,8,33,41
2012-02-18 08:00:00,10,92,102
2012-02-18 09:00:00,22,116,138
2012-02-18 10:00:00,48,157,205
2012-02-18 11:00:00,102,184,286
2012-02-18 12:00:00,128,241,369
2012-02-18 13:00:00,165,219,384
2012-02-18 14:00:00,183,244,427
2012-02-18 15:00:00,229,270,499
2012-02-18 16:00:00,186,218,404
2012-02-18 17:00:00,142,222,364
2012-02-18 18:00:00,70,176,246
2012-02-18 19:00:00,38,150,188
2012-02-18 20:00:00,25,123,148
2012-02-18 21:00:00,25,89,114
2012-02-18 22:00:00,17,101,118
2012-02-18 23:00:00,12,62,74
2012-02-19 00:00:00,9,65,74
2012-02-19 01:00:00,10,62,72
2012-02-19 02:00:00,3,45,48
2012-02-19 03:00:00,3,12,15
2012-02-19 04:00:00,0,3,3
2012-02-19 05:00:00,1,1,2
2012-02-19 06:00:00,0,5,5
2012-02-19 07:00:00,2,12,14
2012-02-19 08:00:00,8,48,56
2012-02-19 09:00:00,20,73,93
2012-02-19 10:00:00,49,142,191
2012-02-19 11:00:00,82,144,226
2012-02-19 12:00:00,71,184,255
2012-02-19 13:00:00,64,197,261
2012-02-19 14:00:00,48,189,237
2012-02-19 15:00:00,85,168,253
2012-02-19 16:00:00,62,150,212
2012-02-19 17:00:00,22,135,157
2012-02-19 18:00:00,23,144,167
2012-02-19 19:00:00,18,101,119
2012-02-19 20:00:00,22,81,103
2012-02-19 21:00:00,3,33,36
2012-02-19 22:00:00,8,47,55
2012-02-19 23:00:00,5,30,35
2012-03-01 00:00:00,1,10,11
2012-03-01 01:00:00,0,12,12
2012-03-01 02:00:00,0,6,6
2012-03-01 03:00:00,0,3,3
2012-03-01 04:00:00,0,5,5
2012-03-01 05:00:00,0,18,18
2012-03-01 06:00:00,2,107,109
2012-03-01 07:00:00,8,296,304
2012-03-01 08:00:00,15,579,594
2012-03-01 09:00:00,5,281,286
2012-03-01 10:00:00,11,122,133
2012-03-01 11:00:00,19,149,168
2012-03-01 12:00:00,16,204,220
2012-03-01 13:00:00,24,187,211
2012-03-01 14:00:00,37,174,211
2012-03-01 15:00:00,31,192,223
2012-03-01 16:00:00,38,323,361
2012-03-01 17:00:00,49,551,600
2012-03-01 18:00:00,27,498,525
2012-03-01 19:00:00,11,317,328
2012-03-01 20:00:00,12,242,254
2012-03-01 21:00:00,7,190,197
2012-03-01 22:00:00,3,123,126
2012-03-01 23:00:00,9,76,85
2012-03-02 00:00:00,1,45,46
2012-03-02 01:00:00,2,18,20
2012-03-02 02:00:00,2,4,6
2012-03-02 03:00:00,0,3,3
2012-03-02 04:00:00,0,2,2
2012-03-02 05:00:00,0,24,24
2012-03-02 06:00:00,4,88,92
2012-03-02 07:00:00,4,258,262
2012-03-02 08:00:00,16,533,549
2012-03-02 09:00:00,15,299,314
2012-03-02 10:00:00,14,118,132
2012-03-02 11:00:00,40,154,194
2012-03-02 12:00:00,40,194,234
2012-03-02 13:00:00,31,191,222
2012-03-02 14:00:00,29,176,205
2012-03-02 15:00:00,5,73,78
2012-03-02 16:00:00,1,49,50
2012-03-02 17:00:00,5,123,128
2012-03-02 18:00:00,6,154,160
2012-03-02 19:00:00,12,162,174
2012-03-02 20:00:00,7,93,100
2012-03-02 21:00:00,2,99,101
2012-03-02 22:00:00,6,69,75
2012-03-02 23:00:00,4,19,23
2012-03-03 00:00:00,1,21,22
2012-03-03 01:00:00,0,44,44
2012-03-03 02:00:00,4,34,38
2012-03-03 03:00:00,1,20,21
2012-03-03 04:00:00,0,2,2
2012-03-03 05:00:00,1,1,2
2012-03-03 06:00:00,1,6,7
2012-03-03 07:00:00,2,14,16
2012-03-03 08:00:00,2,46,48
2012-03-03 09:00:00,7,87,94
2012-03-03 10:00:00,31,137,168
2012-03-03 11:00:00,33,181,214
2012-03-03 12:00:00,47,252,299
2012-03-03 13:00:00,87,252,339
2012-03-03 14:00:00,151,279,430
2012-03-03 15:00:00,145,254,399
2012-03-03 16:00:00,167,300,467
2012-03-03 17:00:00,106,279,385
2012-03-03 18:00:00,53,250,303
2012-03-03 19:00:00,34,191,225
2012-03-03 20:00:00,28,121,149
2012-03-03 21:00:00,24,130,154
2012-03-03 22:00:00,19,115,134
2012-03-03 23:00:00,12,94,106
2012-03-04 00:00:00,5,67,72
2012-03-04 01:00:00,16,60,76
2012-03-04 02:00:00,14,66,80
2012-03-04 03:00:00,5,21,26
2012-03-04 04:00:00,3,11,14
2012-03-04 05:00:00,0,5,5
2012-03-04 06:00:00,0,5,5
2012-03-04 07:00:00,2,21,23
2012-03-04 08:00:00,12,54,66
2012-03-04 09:00:00,14,104,118
2012-03-04 10:00:00,31,161,192
2012-03-04 11:00:00,64,192,256
2012-03-04 12:00:00,71,256,327
2012-03-04 13:00:00,108,256,364
2012-03-04 14:00:00,106,226,332
2012-03-04 15:00:00,82,252,334
2012-03-04 16:00:00,68,231,299
2012-03-04 17:00:00,49,214,263
2012-03-04 18:00:00,20,164,184
2012-03-04 19:00:00,12,120,132
2012-03-04 20:00:00,8,80,88
2012-03-04 21:00:00,9,70,79
2012-03-04 22:00:00,9,53,62
2012-03-04 23:00:00,2,24,26
2012-03-05 00:00:00,2,15,17
2012-03-05 01:00:00,3,3,6
2012-03-05 02:00:00,1,3,4
2012-03-05 03:00:00,0,1,1
2012-03-05 04:00:00,0,1,1
2012-03-05 05:00:00,1,17,18
2012-03-05 06:00:00,2,89,91
2012-03-05 07:00:00,7,253,260
2012-03-05 08:00:00,13,415,428
2012-03-05 09:00:00,11,186,197
2012-03-05 10:00:00,12,74,86
2012-03-05 11:00:00,17,86,103
2012-03-05 12:00:00,15,122,137
2012-03-05 13:00:00,11,109,120
2012-03-05 14:00:00,13,115,128
2012-03-05 15:00:00,20,110,130
2012-03-05 16:00:00,30,180,210
2012-03-05 17:00:00,11,376,387
2012-03-05 18:00:00,12,363,375
2012-03-05 19:00:00,6,220,226
2012-03-05 20:00:00,8,171,179
2012-03-05 21:00:00,4,116,120
2012-03-05 22:00:00,2,76,78
2012-03-05 23:00:00,2,29,31
2012-03-06 00:00:00,0,8,8
2012-03-06 01:00:00,0,6,6
2012-03-06 02:00:00,0,4,4
2012-03-06 03:00:00,0,1,1
2012-03-06 04:00:00,0,3,3
2012-03-06 05:00:00,0,25,25
2012-03-06 06:00:00,3,99,102
2012-03-06 07:00:00,5,270,275
2012-03-06 08:00:00,14,487,501
2012-03-06 09:00:00,11,222,233
2012-03-06 10:00:00,16,113,129
2012-03-06 11:00:00,20,110,130
2012-03-06 12:00:00,9,129,138
2012-03-06 13:00:00,16,148,164
2012-03-06 14:00:00,20,116,136
2012-03-06 15:00:00,24,142,166
2012-03-06 16:00:00,22,228,250
2012-03-06 17:00:00,21,425,446
2012-03-06 18:00:00,15,442,457
2012-03-06 19:00:00,9,278,287
2012-03-06 20:00:00,3,184,187
2012-03-06 21:00:00,5,143,148
2012-03-06 22:00:00,5,101,106
2012-03-06 23:00:00,3,51,54
2012-03-07 00:00:00,3,12,15
2012-03-07 01:00:00,1,4,5
2012-03-07 02:00:00,0,4,4
2012-03-07 03:00:00,1,2,3
2012-03-07 04:00:00,0,3,3
2012-03-07 05:00:00,0,18,18
2012-03-07 06:00:00,4,104,108
2012-03-07 07:00:00,12,332,344
2012-03-07 08:00:00,12,554,566
2012-03-07 09:00:00,12,252,264
2012-03-07 10:00:00,20,127,147
2012-03-07 11:00:00,33,128,161
2012-03-07 12:00:00,40,175,215
2012-03-07 13:00:00,26,179,205
2012-03-07 14:00:00,38,137,175
2012-03-07 15:00:00,44,165,209
2012-03-07 16:00:00,34,254,288
2012-03-07 17:00:00,58,554,612
2012-03-07 18:00:00,35,509,544
2012-03-07 19:00:00,16,345,361
2012-03-07 20:00:00,18,242,260
2012-03-07 21:00:00,11,177,188
2012-03-07 22:00:00,10,149,159
2012-03-07 23:00:00,4,58,62
2012-03-08 00:00:00,11,35,46
2012-03-08 01:00:00,4,17,21
2012-03-08 02:00:00,6,5,11
2012-03-08 03:00:00,0,3,3
2012-03-08 04:00:00,0,2,2
2012-03-08 05:00:00,1,28,29
2012-03-08 06:00:00,4,105,109
2012-03-08 07:00:00,8,326,334
2012-03-08 08:00:00,12,573,585
2012-03-08 09:00:00,19,282,301
2012-03-08 10:00:00,19,119,138
2012-03-08 11:00:00,48,156,204
2012-03-08 12:00:00,27,224,251
2012-03-08 13:00:00,35,198,233
2012-03-08 14:00:00,48,155,203
2012-03-08 15:00:00,24,161,185
2012-03-08 16:00:00,37,305,342
2012-03-08 17:00:00,52,545,597
2012-03-08 18:00:00,45,545,590
2012-03-08 19:00:00,21,395,416
2012-03-08 20:00:00,20,282,302
2012-03-08 21:00:00,27,206,233
2012-03-08 22:00:00,12,141,153
2012-03-08 23:00:00,6,88,94
2012-03-09 00:00:00,3,51,54
2012-03-09 01:00:00,4,22,26
2012-03-09 02:00:00,2,9,11
2012-03-09 03:00:00,0,7,7
2012-03-09 04:00:00,0,1,1
2012-03-09 05:00:00,2,27,29
2012-03-09 06:00:00,2,83,85
2012-03-09 07:00:00,6,262,268
2012-03-09 08:00:00,17,484,501
2012-03-09 09:00:00,17,267,284
2012-03-09 10:00:00,14,145,159
2012-03-09 11:00:00,17,170,187
2012-03-09 12:00:00,27,174,201
2012-03-09 13:00:00,49,175,224
2012-03-09 14:00:00,49,129,178
2012-03-09 15:00:00,50,188,238
2012-03-09 16:00:00,51,292,343
2012-03-09 17:00:00,68,498,566
2012-03-09 18:00:00,30,440,470
2012-03-09 19:00:00,12,232,244
2012-03-09 20:00:00,3,156,159
2012-03-09 21:00:00,8,133,141
2012-03-09 22:00:00,7,100,107
2012-03-09 23:00:00,9,77,86
2012-03-10 00:00:00,9,68,77
2012-03-10 01:00:00,1,50,51
2012-03-10 02:00:00,12,30,42
2012-03-10 03:00:00,0,16,16
2012-03-10 04:00:00,1,3,4
2012-03-10 05:00:00,3,7,10
2012-03-10 06:00:00,1,11,12
2012-03-10 07:00:00,4,36,40
2012-03-10 08:00:00,15,96,111
2012-03-10 09:00:00,21,127,148
2012-03-10 10:00:00,47,176,223
2012-03-10 11:00:00,56,218,274
2012-03-10 12:00:00,88,241,329
2012-03-10 13:00:00,89,268,357
2012-03-10 14:00:00,117,262,379
2012-03-10 15:00:00,132,274,406
2012-03-10 16:00:00,115,275,390
2012-03-10 17:00:00,104,250,354
2012-03-10 18:00:00,67,230,297
2012-03-10 19:00:00,25,159,184
2012-03-10 20:00:00,20,101,121
2012-03-10 21:00:00,16,94,110
2012-03-10 22:00:00,19,81,100
2012-03-10 23:00:00,6,77,83
2012-03-11 00:00:00,7,62,69
2012-03-11 01:00:00,4,57,61
2012-03-11 03:00:00,15,51,66
2012-03-11 04:00:00,7,15,22
2012-03-11 05:00:00,2,5,7
2012-03-11 06:00:00,2,8,10
2012-03-11 07:00:00,2,15,17
2012-03-11 08:00:00,4,68,72
2012-03-11 09:00:00,20,70,90
2012-03-11 10:00:00,71,147,218
2012-03-11 11:00:00,90,209,299
2012-03-11 12:00:00,146,264,410
2012-03-11 13:00:00,176,288,464
2012-03-11 14:00:00,212,289,501
2012-03-11 15:00:00,201,286,487
2012-03-11 16:00:00,208,301,509
2012-03-11 17:00:00,199,299,498
2012-03-11 18:00:00,133,256,389
2012-03-11 19:00:00,55,203,258
2012-03-11 20:00:00,42,129,171
2012-03-11 21:00:00,37,110,147
2012-03-11 22:00:00,13,81,94
2012-03-11 23:00:00,12,40,52
2012-03-12 00:00:00,4,20,24
2012-03-12 01:00:00,1,9,10
2012-03-12 02:00:00,4,5,9
2012-03-12 03:00:00,0,2,2
2012-03-12 04:00:00,0,3,3
2012-03-12 05:00:00,1,15,16
2012-03-12 06:00:00,2,86,88
2012-03-12 07:00:00,9,259,268
2012-03-12 08:00:00,17,547,564
2012-03-12 09:00:00,21,260,281
2012-03-12 10:00:00,39,98,137
2012-03-12 11:00:00,39,111,150
2012-03-12 12:00:00,59,162,221
2012-03-12 13:00:00,74,176,250
2012-03-12 14:00:00,76,145,221
2012-03-12 15:00:00,74,159,233
2012-03-12 16:00:00,77,255,332
2012-03-12 17:00:00,87,557,644
2012-03-12 18:00:00,89,623,712
2012-03-12 19:00:00,67,379,446
2012-03-12 20:00:00,49,237,286
2012-03-12 21:00:00,22,183,205
2012-03-12 22:00:00,17,116,133
2012-03-12 23:00:00,10,53,63
2012-03-13 00:00:00,5,21,26
2012-03-13 01:00:00,2,14,16
2012-03-13 02:00:00,0,1,1
2012-03-13 03:00:00,0,2,2
2012-03-13 04:00:00,0,1,1
2012-03-13 05:00:00,0,24,24
2012-03-13 06:00:00,5,108,113
2012-03-13 07:00:00,16,292,308
2012-03-13 08:00:00,22,571,593
2012-03-13 09:00:00,18,324,342
2012-03-13 10:00:00,28,115,143
2012-03-13 11:00:00,64,155,219
2012-03-13 12:00:00,47,197,244
2012-03-13 13:00:00,53,180,233
2012-03-13 14:00:00,52,160,212
2012-03-13 15:00:00,68,196,264
2012-03-13 16:00:00,53,312,365
2012-03-13 17:00:00,62,614,676
2012-03-13 18:00:00,96,638,734
2012-03-13 19:00:00,50,429,479
2012-03-13 20:00:00,45,306,351
2012-03-13 21:00:00,44,200,244
2012-03-13 22:00:00,24,146,170
2012-03-13 23:00:00,8,79,87
2012-03-14 00:00:00,5,34,39
2012-03-14 01:00:00,2,25,27
2012-03-14 02:00:00,0,2,2
2012-03-14 03:00:00,1,3,4
2012-03-14 04:00:00,1,4,5
2012-03-14 05:00:00,2,25,27
2012-03-14 06:00:00,1,120,121
2012-03-14 07:00:00,20,348,368
2012-03-14 08:00:00,34,628,662
2012-03-14 09:00:00,26,325,351
2012-03-14 10:00:00,38,150,188
2012-03-14 11:00:00,65,155,220
2012-03-14 12:00:00,55,212,267
2012-03-14 13:00:00,57,197,254
2012-03-14 14:00:00,61,163,224
2012-03-14 15:00:00,86,197,283
2012-03-14 16:00:00,78,278,356
2012-03-14 17:00:00,140,642,782
2012-03-14 18:00:00,102,647,749
2012-03-14 19:00:00,70,402,472
2012-03-14 20:00:00,44,286,330
2012-03-14 21:00:00,47,241,288
2012-03-14 22:00:00,43,159,202
2012-03-14 23:00:00,19,72,91
2012-03-15 00:00:00,14,46,60
2012-03-15 01:00:00,15,8,23
2012-03-15 02:00:00,14,5,19
2012-03-15 03:00:00,0,7,7
2012-03-15 04:00:00,11,3,14
2012-03-15 05:00:00,2,24,26
2012-03-15 06:00:00,4,113,117
2012-03-15 07:00:00,14,367,381
2012-03-15 08:00:00,21,602,623
2012-03-15 09:00:00,30,285,315
2012-03-15 10:00:00,34,130,164
2012-03-15 11:00:00,60,151,211
2012-03-15 12:00:00,59,206,265
2012-03-15 13:00:00,62,211,273
2012-03-15 14:00:00,81,177,258
2012-03-15 15:00:00,100,187,287
2012-03-15 16:00:00,95,331,426
2012-03-15 17:00:00,79,634,713
2012-03-15 18:00:00,98,648,746
2012-03-15 19:00:00,72,353,425
2012-03-15 20:00:00,60,270,330
2012-03-15 21:00:00,36,207,243
2012-03-15 22:00:00,32,137,169
2012-03-15 23:00:00,12,85,97
2012-03-16 00:00:00,8,49,57
2012-03-16 01:00:00,4,22,26
2012-03-16 02:00:00,0,4,4
2012-03-16 03:00:00,0,3,3
2012-03-16 04:00:00,0,3,3
2012-03-16 05:00:00,2,30,32
2012-03-16 06:00:00,3,96,99
2012-03-16 07:00:00,13,265,278
2012-03-16 08:00:00,28,534,562
2012-03-16 09:00:00,35,277,312
2012-03-16 10:00:00,44,136,180
2012-03-16 11:00:00,40,167,207
2012-03-16 12:00:00,72,222,294
2012-03-16 13:00:00,52,208,260
2012-03-16 14:00:00,56,146,202
2012-03-16 15:00:00,19,88,107
2012-03-16 16:00:00,18,111,129
2012-03-16 17:00:00,23,235,258
2012-03-16 18:00:00,31,377,408
2012-03-16 19:00:00,23,273,296
2012-03-16 20:00:00,31,204,235
2012-03-16 21:00:00,8,144,152
2012-03-16 22:00:00,16,132,148
2012-03-16 23:00:00,22,104,126
2012-03-17 00:00:00,13,87,100
2012-03-17 01:00:00,12,57,69
2012-03-17 02:00:00,10,32,42
2012-03-17 03:00:00,2,24,26
2012-03-17 04:00:00,0,2,2
2012-03-17 05:00:00,5,3,8
2012-03-17 06:00:00,1,29,30
2012-03-17 07:00:00,29,57,86
2012-03-17 08:00:00,63,155,218
2012-03-17 09:00:00,104,217,321
2012-03-17 10:00:00,140,303,443
2012-03-17 11:00:00,226,359,585
2012-03-17 12:00:00,286,365,651
2012-03-17 13:00:00,286,400,686
2012-03-17 14:00:00,352,338,690
2012-03-17 15:00:00,357,322,679
2012-03-17 16:00:00,367,318,685
2012-03-17 17:00:00,291,357,648
2012-03-17 18:00:00,221,339,560
2012-03-17 19:00:00,155,262,417
2012-03-17 20:00:00,89,182,271
2012-03-17 21:00:00,54,169,223
2012-03-17 22:00:00,58,153,211
2012-03-17 23:00:00,34,151,185
2012-03-18 00:00:00,27,80,107
2012-03-18 01:00:00,25,88,113
2012-03-18 02:00:00,15,41,56
2012-03-18 03:00:00,3,15,18
2012-03-18 04:00:00,6,8,14
2012-03-18 05:00:00,0,6,6
2012-03-18 06:00:00,2,9,11
2012-03-18 07:00:00,17,25,42
2012-03-18 08:00:00,25,71,96
2012-03-18 09:00:00,65,113,178
2012-03-18 10:00:00,139,212,351
2012-03-18 11:00:00,129,239,368
2012-03-18 12:00:00,222,281,503
2012-03-18 13:00:00,198,346,544
2012-03-18 14:00:00,218,303,521
2012-03-18 15:00:00,240,314,554
2012-03-18 16:00:00,229,312,541
2012-03-18 17:00:00,233,308,541
2012-03-18 18:00:00,165,294,459
2012-03-18 19:00:00,118,234,352
2012-03-18 20:00:00,59,139,198
2012-03-18 21:00:00,44,129,173
2012-03-18 22:00:00,21,79,100
2012-03-18 23:00:00,7,39,46
2012-03-19 00:00:00,4,19,23
2012-03-19 01:00:00,0,15,15
2012-03-19 02:00:00,1,7,8
2012-03-19 03:00:00,0,2,2
2012-03-19 04:00:00,0,3,3
2012-03-19 05:00:00,0,31,31
2012-03-19 06:00:00,2,118,120
2012-03-19 07:00:00,25,329,354
2012-03-19 08:00:00,16,563,579
2012-03-19 09:00:00,55,276,331
2012-03-19 10:00:00,56,128,184
2012-03-19 11:00:00,56,145,201
2012-03-19 12:00:00,71,211,282
2012-03-19 13:00:00,69,194,263
2012-03-19 14:00:00,60,200,260
2012-03-19 15:00:00,97,189,286
2012-03-19 16:00:00,65,320,385
2012-03-19 17:00:00,106,615,721
2012-03-19 18:00:00,120,681,801
2012-03-19 19:00:00,86,463,549
2012-03-19 20:00:00,34,296,330
2012-03-19 21:00:00,33,190,223
2012-03-19 22:00:00,17,131,148
2012-03-19 23:00:00,9,45,54
2012-04-01 00:00:00,8,59,67
2012-04-01 01:00:00,13,49,62
2012-04-01 02:00:00,20,61,81
2012-04-01 03:00:00,4,21,25
2012-04-01 04:00:00,3,9,12
2012-04-01 05:00:00,8,10,18
2012-04-01 06:00:00,9,88,97
2012-04-01 07:00:00,29,55,84
2012-04-01 08:00:00,37,88,125
2012-04-01 09:00:00,102,173,275
2012-04-01 10:00:00,132,228,360
2012-04-01 11:00:00,180,271,451
2012-04-01 12:00:00,187,258,445
2012-04-01 13:00:00,190,274,464
2012-04-01 14:00:00,283,278,561
2012-04-01 15:00:00,295,278,573
2012-04-01 16:00:00,236,275,511
2012-04-01 17:00:00,232,323,555
2012-04-01 18:00:00,153,279,432
2012-04-01 19:00:00,110,236,346
2012-04-01 20:00:00,66,166,232
2012-04-01 21:00:00,33,101,134
2012-04-01 22:00:00,7,61,68
2012-04-01 23:00:00,10,53,63
2012-04-02 00:00:00,6,11,17
2012-04-02 01:00:00,0,5,5
2012-04-02 02:00:00,2,3,5
2012-04-02 04:00:00,2,2,4
2012-04-02 05:00:00,2,22,24
2012-04-02 06:00:00,6,104,110
2012-04-02 07:00:00,12,294,306
2012-04-02 08:00:00,36,553,589
2012-04-02 09:00:00,52,265,317
2012-04-02 10:00:00,85,119,204
2012-04-02 11:00:00,81,128,209
2012-04-02 12:00:00,100,181,281
2012-04-02 13:00:00,97,184,281
2012-04-02 14:00:00,127,141,268
2012-04-02 15:00:00,132,192,324
2012-04-02 16:00:00,104,291,395
2012-04-02 17:00:00,128,601,729
2012-04-02 18:00:00,75,543,618
2012-04-02 19:00:00,66,428,494
2012-04-02 20:00:00,48,281,329
2012-04-02 21:00:00,24,214,238
2012-04-02 22:00:00,17,106,123
2012-04-02 23:00:00,6,60,66
2012-04-03 00:00:00,1,32,33
2012-04-03 01:00:00,0,11,11
2012-04-03 02:00:00,0,5,5
2012-04-03 03:00:00,0,3,3
2012-04-03 04:00:00,0,1,1
2012-04-03 05:00:00,2,25,27
2012-04-03 06:00:00,2,98,100
2012-04-03 07:00:00,14,327,341
2012-04-03 08:00:00,27,577,604
2012-04-03 09:00:00,54,354,408
2012-04-03 10:00:00,77,142,219
2012-04-03 11:00:00,91,167,258
2012-04-03 12:00:00,101,230,331
2012-04-03 13:00:00,120,225,345
2012-04-03 14:00:00,120,191,311
2012-04-03 15:00:00,109,207,316
2012-04-03 16:00:00,145,340,485
2012-04-03 17:00:00,123,634,757
2012-04-03 18:00:00,139,661,800
2012-04-03 19:00:00,98,460,558
2012-04-03 20:00:00,54,325,379
2012-04-03 21:00:00,33,210,243
2012-04-03 22:00:00,25,133,158
2012-04-03 23:00:00,13,66,79
2012-04-04 00:00:00,18,23,41
2012-04-04 01:00:00,0,11,11
2012-04-04 02:00:00,0,5,5
2012-04-04 03:00:00,0,3,3
2012-04-04 04:00:00,0,1,1
2012-04-04 05:00:00,0,27,27
2012-04-04 06:00:00,6,120,126
2012-04-04 07:00:00,12,354,366
2012-04-04 08:00:00,31,653,684
2012-04-04 09:00:00,47,316,363
2012-04-04 10:00:00,68,99,167
2012-04-04 11:00:00,61,152,213
2012-04-04 12:00:00,73,210,283
2012-04-04 13:00:00,70,181,251
2012-04-04 14:00:00,82,176,258
2012-04-04 15:00:00,86,182,268
2012-04-04 16:00:00,86,304,390
2012-04-04 17:00:00,99,645,744
2012-04-04 18:00:00,113,646,759
2012-04-04 19:00:00,75,419,494
2012-04-04 20:00:00,39,333,372
2012-04-04 21:00:00,43,255,298
2012-04-04 22:00:00,30,151,181
2012-04-04 23:00:00,19,112,131
2012-04-05 00:00:00,12,33,45
2012-04-05 01:00:00,4,9,13
2012-04-05 02:00:00,7,11,18
2012-04-05 03:00:00,0,5,5
2012-04-05 04:00:00,0,1,1
2012-04-05 05:00:00,1,28,29
2012-04-05 06:00:00,8,118,126
2012-04-05 07:00:00,15,339,354
2012-04-05 08:00:00,28,610,638
2012-04-05 09:00:00,61,290,351
2012-04-05 10:00:00,88,158,246
2012-04-05 11:00:00,109,159,268
2012-04-05 12:00:00,66,210,276
2012-04-05 13:00:00,89,202,291
2012-04-05 14:00:00,143,144,287
2012-04-05 15:00:00,98,171,269
2012-04-05 16:00:00,84,318,402
2012-04-05 17:00:00,145,677,822
2012-04-05 18:00:00,80,618,698
2012-04-05 19:00:00,64,423,487
2012-04-05 20:00:00,33,279,312
2012-04-05 21:00:00,25,209,234
2012-04-05 22:00:00,20,129,149
2012-04-05 23:00:00,12,124,136
2012-04-06 00:00:00,12,49,61
2012-04-06 01:00:00,10,28,38
2012-04-06 02:00:00,6,5,11
2012-04-06 03:00:00,3,5,8
2012-04-06 04:00:00,2,3,5
2012-04-06 05:00:00,0,23,23
2012-04-06 06:00:00,0,80,80
2012-04-06 07:00:00,15,231,246
2012-04-06 08:00:00,19,489,508
2012-04-06 09:00:00,58,318,376
2012-04-06 10:00:00,81,157,238
2012-04-06 11:00:00,112,179,291
2012-04-06 12:00:00,113,224,337
2012-04-06 13:00:00,173,238,411
2012-04-06 14:00:00,240,250,490
2012-04-06 15:00:00,218,319,537
2012-04-06 16:00:00,184,352,536
2012-04-06 17:00:00,172,483,655
2012-04-06 18:00:00,104,380,484
2012-04-06 19:00:00,115,297,412
2012-04-06 20:00:00,61,191,252
2012-04-06 21:00:00,54,136,190
2012-04-06 22:00:00,34,124,158
2012-04-06 23:00:00,21,92,113
2012-04-07 00:00:00,9,85,94
2012-04-07 01:00:00,9,60,69
2012-04-07 02:00:00,11,25,36
2012-04-07 03:00:00,7,21,28
2012-04-07 04:00:00,3,4,7
2012-04-07 05:00:00,0,2,2
2012-04-07 06:00:00,1,18,19
2012-04-07 07:00:00,14,40,54
2012-04-07 08:00:00,29,94,123
2012-04-07 09:00:00,103,173,276
2012-04-07 10:00:00,187,176,363
2012-04-07 11:00:00,251,244,495
2012-04-07 12:00:00,320,270,590
2012-04-07 13:00:00,355,288,643
2012-04-07 14:00:00,326,252,578
2012-04-07 15:00:00,321,305,626
2012-04-07 16:00:00,354,261,615
2012-04-07 17:00:00,299,268,567
2012-04-07 18:00:00,227,290,517
2012-04-07 19:00:00,170,243,413
2012-04-07 20:00:00,73,135,208
2012-04-07 21:00:00,75,159,234
2012-04-07 22:00:00,76,106,182
2012-04-07 23:00:00,32,86,118
2012-04-08 00:00:00,21,64,85
2012-04-08 01:00:00,14,50,64
2012-04-08 02:00:00,7,25,32
2012-04-08 03:00:00,8,18,26
2012-04-08 04:00:00,0,7,7
2012-04-08 05:00:00,4,8,12
2012-04-08 06:00:00,7,21,28
2012-04-08 07:00:00,12,25,37
2012-04-08 08:00:00,19,65,84
2012-04-08 09:00:00,71,108,179
2012-04-08 10:00:00,113,186,299
2012-04-08 11:00:00,195,209,404
2012-04-08 12:00:00,198,259,457
2012-04-08 13:00:00,229,254,483
2012-04-08 14:00:00,254,249,503
2012-04-08 15:00:00,260,226,486
2012-04-08 16:00:00,232,244,476
2012-04-08 17:00:00,185,226,411
2012-04-08 18:00:00,151,159,310
2012-04-08 19:00:00,89,187,276
2012-04-08 20:00:00,65,146,211
2012-04-08 21:00:00,53,77,130
2012-04-08 22:00:00,33,85,118
2012-04-08 23:00:00,10,41,51
2012-04-09 00:00:00,8,29,37
2012-04-09 01:00:00,4,12,16
