"YEAR","MONTH","DAY","X1HR","X2HR","X3HR","X4HR","X5HR","X6HR","X7HR","X8HR","X9HR","X10HR","X11HR","X12HR","X13HR","X14HR","X15HR","X16HR","X17HR","X18HR","X19HR","X20HR","X21HR","X22HR","X23HR","X24HR"
2013,11,11,48414,45532,44168,43895,44706,46906,49398,50397,52348,53572,54153,54233,50507,53036,53902,53817,54348,55535,56084,54926,53575,52607,53332,53180
2013,11,12,49151,46472,45174,44815,45879,47776,49745,50453,52822,54464,55043,55022,51296,53832,54684,54335,54879,56332,56798,55486,53994,52797,53581,53529
2013,11,13,49497,46690,45432,45107,46010,48051,49819,50830,53314,55222,56199,56392,52693,55016,55921,55606,55659,56456,56464,55108,53701,52635,53703,53685
2013,11,14,49813,47077,45758,45152,45795,47378,48378,47801,48640,49666,50609,50727,48113,49139,49265,48769,48493,49337,50502,50163,49654,49798,51762,52533
2013,11,15,49104,46815,45282,44750,45592,46599,46929,45122,43448,43189,44200,44278,43765,44045,43867,44010,44494,47023,48846,48752,48713,48828,50943,51343
2013,11,16,48110,45626,44370,44211,45189,46808,49052,51736,56469,59567,60702,60753,56430,58944,59906,59542,60387,61843,61573,59767,57826,56057,56917,58015
2013,11,17,54124,51249,50025,49399,50101,51320,52903,54615,58598,60713,61506,61218,56918,59398,60060,59615,60223,62019,62315,60605,58521,57139,58198,58743
2013,11,18,54958,52481,51118,50769,51123,52506,54465,56125,59449,61440,61941,61571,57015,59278,59858,59404,60157,61854,61626,59852,57874,56616,57520,58435
2013,11,19,54619,52049,50597,50070,50650,51744,53447,54855,58376,60292,60628,60136,55534,57765,58449,58173,58800,60934,61375,59884,57943,56524,57613,58462
2013,11,20,54514,51936,50491,50120,50815,52095,53908,55617,59086,61160,61513,61151,56408,58619,59340,58879,59437,61121,60714,58848,57123,55709,57054,57956
2013,11,21,54396,51926,50396,49882,50367,51277,52219,52366,53573,54348,55133,54885,51393,52179,52312,51527,51292,52642,53348,52727,52092,51845,53859,55343
2013,11,22,52512,49900,48584,47790,48217,48939,48922,47211,45539,44917,45695,45532,44689,45172,45223,45111,45727,48102,49616,49743,49355,49525,51784,52133
2013,11,23,48878,46256,45164,44960,45913,47524,49533,51905,56916,59709,60215,59521,54850,56853,57577,57273,57769,59943,60295,58816,56964,55562,56720,57194
2013,11,24,52984,50247,48865,48603,49621,51283,53106,54669,57726,59232,59250,58386,53724,55847,56206,56139,56910,59356,59548,58164,56616,55003,56715,57177
2013,11,25,53096,50338,49127,48755,49792,51499,53268,54602,57937,59956,60453,60235,55864,58040,58763,58388,58784,60134,59807,58206,56657,55613,56662,57632
2013,11,26,53710,50888,49571,49217,50112,51485,53187,54602,57695,59239,59199,58505,53829,55784,56303,56095,56896,58899,59278,57977,56271,54985,56155,56782
2013,11,27,52682,49826,48532,48053,48907,50590,52383,53381,56205,57817,58256,58190,53988,56436,57057,56734,57306,59078,58860,57360,55739,54705,55955,56961
2013,11,28,53089,50084,48691,48262,48993,50204,50852,50130,50991,51922,52674,52534,49396,50157,50081,49432,49401,50781,51290,50855,50325,50093,52111,53523
2013,11,29,50225,47613,46282,45564,45988,46911,46988,45201,43779,43892,45050,45352,44885,45465,45425,45398,45820,47949,48911,48826,48643,48758,50993,51347
2013,11,30,48114,45384,43811,43774,44855,46588,48763,51170,55784,58530,59249,58969,54525,56770,57348,57223,57794,59756,59776,58192,56409,55257,56244,56798
2013,12,1,52872,50059,48561,48315,48956,50586,52249,53842,57207,59091,59337,58649,54022,56130,57039,56845,57554,59636,59603,58273,56447,55220,56662,57294
2013,12,2,53320,50500,49076,48799,49731,51389,53152,54673,57741,59636,59689,59246,54792,57183,57948,57542,58147,59642,59421,57888,56340,55119,56503,57312
2013,12,3,53335,50597,49044,48587,49429,50817,52650,54061,57477,59416,59932,59795,55607,57940,58825,58697,59491,61007,60663,58986,57099,55791,57008,58039
2013,12,4,54262,51638,50412,49865,50589,52028,53820,55385,58628,60150,60148,59426,54784,56611,57287,56848,57685,59683,59638,58124,56510,55336,56565,57192
2013,12,5,53511,50947,49447,49054,49748,50625,51347,51362,53080,54336,55350,55511,52677,53865,53960,53196,52676,53666,54084,53483,52759,52458,54699,56513
2013,12,6,53907,51582,49960,49073,49426,50027,49973,48289,46126,46012,46318,46391,45848,46196,45909,45910,46803,49556,51189,51144,50831,50848,53344,54280
2013,12,7,51453,49055,47848,47680,48346,49747,52099,54904,59655,62196,63184,62903,58354,60112,60927,60556,61318,63292,63248,61343,59233,57704,58962,60081
2013,12,8,56161,53667,52354,51900,52350,53533,55079,56963,60603,62668,63346,63193,58765,61307,62049,61737,61981,63512,62917,61221,59061,57481,58765,59846
2013,12,9,56152,53654,52332,51644,52074,53047,54434,56084,60072,62322,62766,62172,57680,60133,60954,60349,60688,62000,61256,59554,57843,56622,57862,59020
2013,12,10,55019,52093,50783,50173,50619,51670,53263,54644,58226,60497,61218,61222,57441,59832,60875,60648,60961,61752,60548,58967,56989,55690,56975,57770
2013,12,11,53756,50828,49516,49042,49794,51129,52772,54118,57409,59308,59926,59520,55468,57897,58452,58334,58878,60076,59125,57276,55658,54619,56104,56691
2013,12,12,52763,50102,48958,48352,49032,50290,50999,50422,51652,52504,53289,52967,49985,50977,50887,50337,50277,51670,52229,51908,51287,51014,53297,54639
2013,12,13,51385,48672,47323,46823,47462,48446,48364,46698,44785,44757,45535,45558,44728,44959,44894,44669,45419,48372,49971,50200,50169,50379,52666,53008
2013,12,14,49983,47549,46420,46377,47213,48898,51394,54436,59092,61392,62075,61669,57493,59704,60579,60408,61276,63035,62760,60999,59088,57567,58733,59669
2013,12,15,55625,53149,51855,51376,52084,53320,55061,57091,61023,63303,64225,63869,59396,61959,62977,62628,63397,64991,64351,62549,60435,58742,60006,61196
2013,12,16,57753,55418,54397,53847,54094,55040,56694,58649,62420,64653,65244,65215,60610,63039,63761,63431,64172,65438,64456,62472,60579,59228,60479,61877
2013,12,17,58520,56384,55191,54462,54646,55364,56939,58711,62669,65022,65757,65499,60990,63323,64367,64132,65079,66619,65738,63560,61389,59885,61076,62668
2013,12,18,59352,57200,55951,55508,55621,56424,57860,59791,63733,65838,66632,66567,62326,64504,65496,65249,65948,66797,65824,63604,61670,60195,61550,63217
2013,12,19,60301,58115,56813,55897,55634,55957,56614,56962,58395,59282,60342,60368,56876,57587,57559,56623,56165,56910,56944,56218,55417,54905,57336,59683
2013,12,20,57317,55215,53968,52979,52495,52378,52009,50248,48368,47692,48570,48828,48075,48505,48312,48260,49152,51686,53213,53048,52767,52870,55540,56809
2013,12,21,54428,52458,51183,50615,50974,51822,53643,56831,62334,65399,66371,66207,61772,63947,64617,64209,64682,66430,65933,63640,61261,59416,60810,62276
2013,12,22,58655,56487,55252,54530,54418,55111,56382,58302,62351,64455,64988,64259,59147,60915,61575,61227,61904,63729,63410,61373,59305,57805,59129,60274
2013,12,23,57753,55418,54397,53847,54094,55040,56694,58649,62420,64653,65244,65215,60610,63039,63761,63431,64172,65438,64456,62472,60579,59228,60479,61877
2013,12,24,56187,53578,52427,51979,52402,53492,55166,56795,60358,62468,63089,62558,57804,59478,59975,59016,59416,60506,59504,57318,55701,54985,57022,58518
2013,12,25,55792,53305,51906,51180,51496,51929,51824,50560,50022,50282,51374,51166,49309,50638,50848,50682,50822,52115,52901,52651,52443,52816,55609,56855
2013,12,26,54189,51940,50608,50029,50392,51051,51572,51209,52014,52907,54500,54776,52305,52889,52885,52180,52103,53522,54333,53712,53170,52879,55252,57698
2013,12,27,55242,53246,51769,50925,50893,51025,50961,49381,47469,46750,47763,47904,47514,48373,48633,48647,49334,51417,52784,52627,52318,52567,55409,56908
2013,12,28,54449,52296,51050,50623,50897,51881,53511,56032,60786,64231,66000,66211,62136,64262,64890,64310,64895,66250,66023,63704,61579,59983,61417,62885
2013,12,29,59597,57562,56291,55523,55599,56107,57615,59266,62909,65233,66175,65867,61715,63876,64713,64142,64196,65230,64469,62129,60015,58318,59699,61466
2013,12,30,58079,55610,54315,53208,53118,53590,54697,56079,60004,62932,63835,64103,60125,62209,62868,62416,62642,63577,62812,60812,58809,57907,59731,61616
2013,12,31,58741,56293,54930,54082,53845,54522,55661,56716,59658,61653,63023,62613,58511,59539,59439,57679,56371,56814,56708,55242,53959,53643,56048,58383
2014,1,1,56391,54439,52682,51454,50630,50263,49651,47536,44512,42471,42853,43064,42785,42855,42666,42771,43602,46319,48434,48544,48548,49165,52254,54111
2014,1,2,52257,50439,49112,48193,47843,47763,47616,46564,46405,46746,48397,48997,48043,47826,47601,47158,47376,49357,50944,50740,50278,50361,53100,55470
2014,1,3,53376,51475,50262,49289,49300,49531,49348,47885,46376,45633,46758,46974,46444,46999,47002,46896,47582,50162,52167,52125,51854,51897,54449,55581
2014,1,4,53080,51046,49989,49573,49942,50805,52179,54121,58205,61957,64942,66149,62698,64149,64299,63493,63471,63766,63006,60892,59026,58076,59983,61605
2014,1,5,58520,56528,55405,54680,54741,55382,56700,58054,61668,64867,66665,66780,62745,64735,65464,65012,65741,66901,66655,64271,62212,60542,62061,63588
2014,1,6,60410,58245,57131,56566,56445,57035,58361,59729,63382,66341,67697,67855,63897,65725,66525,66135,66538,67194,66855,64737,62761,61240,62660,64295
2014,1,7,61040,59173,57993,57265,57183,57648,58542,60120,64034,67049,68273,68222,64038,65966,66611,66236,66698,67830,67845,65865,63578,61827,63260,64950
2014,1,8,61683,59488,58670,57839,57653,57948,59220,60735,64276,67085,68555,68329,63693,65418,65908,65233,65825,66789,66613,64572,62496,61135,62593,64153
2014,1,9,61211,59120,58020,56977,56534,56431,56586,56126,57815,59402,60951,61277,58075,58679,58660,57815,57196,57205,57779,56918,55933,55723,58160,60429
2014,1,10,57900,56027,54537,53594,53069,52866,52474,50577,48898,48551,49800,49991,49067,49495,49238,49143,49740,51798,53584,53513,53223,53490,56055,57336
2014,1,11,54960,52981,51783,51383,51756,52736,54373,57012,62637,66376,68071,68372,63926,65898,66627,66214,66637,67479,67256,64999,62512,60916,62199,63357
2014,1,12,60023,57988,56829,56257,56206,56872,58135,59959,64384,67481,68758,68608,63924,66117,66764,66238,66897,67949,68027,65972,63528,61858,63197,64630
2014,1,13,61399,59224,58346,57782,57556,58158,59637,61342,65402,68086,68857,68963,65057,67059,67898,67415,67723,68160,68115,66314,64048,62564,64090,65672
2014,1,14,62808,60839,59830,58973,58409,58956,60048,61610,65551,68008,68937,68823,64548,66437,67131,66384,66709,67403,67717,66113,63886,62138,63392,65068
2014,1,15,61871,59788,58578,57822,57629,57919,58875,60512,64716,67362,68539,68049,63403,65096,65554,64917,65296,66230,66452,64323,62213,60768,62495,64224
2014,1,16,61076,59023,57956,57067,56941,57103,57444,56968,58574,59699,60963,60892,57345,57788,57660,56595,55962,56262,57564,57028,56423,56182,58575,60695
2014,1,17,58140,56177,55101,54217,54015,54031,53312,51516,49623,48555,49583,49649,48613,48709,48385,47997,48486,50428,53162,53304,53084,53321,55968,57311
2014,1,18,54789,53108,51903,51366,51652,52589,54068,56754,62477,65857,67347,67162,62315,64147,64603,63822,64013,64906,65626,63776,61450,59946,61231,62412
2014,1,19,58982,56893,55638,55032,55272,55825,57068,58836,62851,65526,66095,65382,60300,61922,62288,61723,62260,63326,63616,61686,59762,58455,59753,60414
2014,1,20,56817,54205,52927,52449,52866,53591,54750,55956,59656,62436,63608,63607,59755,61816,62412,61735,61730,61547,61270,59784,58045,57073,58602,59715
2014,1,21,55785,53324,52096,51825,52710,53954,55483,56953,60853,63416,64474,64122,59689,61908,62441,61781,62224,63379,64783,63329,61295,59824,61170,62485
2014,1,22,58966,56344,55079,54663,55166,56031,57561,59223,62939,65545,66357,66097,61672,63584,64016,63512,63817,64525,65247,63478,61348,59954,61451,62776
2014,1,23,59565,57300,55948,55284,55188,55540,55887,55590,57113,58356,59608,59685,56358,56907,56981,55777,54892,54645,56559,56136,55482,55274,57779,59704
2014,1,24,56835,54635,53314,52444,52225,52438,52113,50086,48263,47543,48723,48683,47487,47802,47674,47541,47851,49446,52128,52295,52209,52198,54956,55750
2014,1,25,52797,50407,49311,49004,49596,50642,52352,54811,60512,63823,65179,65199,60676,62815,63580,62989,63401,64480,65677,64049,61767,60154,61472,62408
2014,1,26,58817,56580,55421,54605,55132,56044,57690,59473,63277,65711,66754,66340,61261,63152,63522,62709,62844,63615,64937,63513,61290,59798,61056,62115
2014,1,27,58565,56327,55108,54544,54802,55767,56889,58368,62483,64904,65585,65027,60396,62982,64150,63804,64178,64123,63714,61860,59689,58522,59785,60812
2014,1,28,57192,54676,53468,52910,53222,54023,55261,56574,60694,63035,63737,63514,58936,60756,61157,60727,60847,61743,63465,62190,60356,58937,60300,61374
2014,1,29,57775,55309,54258,53834,54522,55784,57026,58462,62098,64296,65033,64550,59989,62009,62416,61670,61868,62508,63311,61740,59936,58562,59899,61238
2014,1,30,57833,55561,54213,53650,53814,54269,54653,54287,55849,57167,58093,57585,54044,54618,54583,53973,53564,53266,54684,54399,53810,53662,55857,57536
2014,1,31,54360,52168,50912,50231,50484,50861,50567,48558,46993,46665,47793,48007,47021,47180,46871,46513,46857,48166,51003,51353,51247,51389,53911,54660
2014,2,1,51782,49164,47795,47607,48418,49744,51574,54158,59736,63232,64747,64624,59949,61953,62407,61521,61429,61845,63279,61982,59906,58521,59927,60912
2014,2,2,57139,54585,53512,53470,54114,55066,56824,58510,62478,64685,65362,65339,60737,63057,63732,63160,63672,64294,65361,64072,62012,60304,61614,63025
2014,2,3,59532,57100,55970,55641,55908,56592,58064,59952,64107,66555,67158,67065,62706,64807,65395,64866,65046,64951,65898,64589,62322,60938,62270,63418
2014,2,4,59863,57705,56785,56258,56215,56826,58352,60034,63999,66144,66878,66523,61808,64015,64686,63984,64200,64442,65666,64178,62128,60334,61528,62869
2014,2,5,59383,57066,56007,55316,55599,56235,57629,59559,63290,65604,66347,65971,61192,63307,63887,63342,63541,63797,65089,63712,61564,60109,61498,62738
2014,2,6,59465,57252,55965,55313,55359,55877,56591,56868,58659,59672,60583,60408,56292,57012,56950,55749,54776,54274,56655,56650,55910,55647,57951,59811
2014,2,7,56968,54824,53624,52904,52922,53080,52781,51001,49313,48745,49710,49615,48502,48673,48324,48168,48516,49667,51994,52426,52231,52383,54872,55378
2014,2,8,52340,50083,48977,48583,49322,50414,52235,54988,60861,64205,65554,65490,61127,63427,64292,63953,63871,63521,63476,61964,59793,58137,59438,60172
2014,2,9,56273,53598,52281,51771,52489,53593,55196,56851,60886,63652,64692,64676,60515,63153,63987,63549,63333,63284,63144,61535,59498,57943,59150,59949
2014,2,10,56086,53310,51995,51605,52297,53483,54947,56188,60367,62825,63648,63639,60128,62367,63050,62642,62675,62021,61905,60636,58831,57626,59071,59865
2014,2,11,56259,53585,52163,51793,52588,53690,55338,56922,60486,63151,64429,64432,60377,62569,63380,62886,62816,62449,62859,61559,59725,58488,60190,61141
2014,2,12,57593,55000,53617,53005,53296,53998,55187,56376,59636,61465,62160,61876,57651,58669,58160,56200,54535,53537,54171,53898,53150,52676,54789,56613
2014,2,13,53947,51482,49491,48505,48128,47851,47113,45009,42442,41160,42037,42461,42151,41972,41823,41462,41376,42186,44569,45007,44611,45239,48465,50023
2014,2,14,48110,46356,45234,44604,44452,44478,44473,43087,39339,36058,35548,35319,35205,35253,35244,35496,36058,37546,39883,40878,40895,42115,46361,48762
2014,2,15,47367,45717,44605,43883,43660,43644,43207,41433,39358,38041,38867,39008,38915,39066,39042,39353,40116,41807,44656,45722,45837,46349,49488,51038
2014,2,16,48888,46677,45486,45143,45299,46032,47186,48518,51580,53567,54947,55142,52724,53515,53606,53197,53352,53903,55853,55740,54445,53622,55332,56551
2014,2,17,53588,51189,49836,49580,50045,51274,52794,54782,59544,62753,63991,63985,59866,61914,62504,62006,61930,61551,62165,61439,59487,57970,59299,60717
2014,2,18,57139,54848,53347,52969,53343,54052,55425,56777,60919,63799,64717,64658,60254,62384,62692,62267,62297,62245,63428,62895,60817,59180,60601,61442
2014,2,19,57890,55488,54270,53478,53904,54680,56291,57896,61699,63958,64530,64270,59569,61636,62075,61177,61251,61119,62334,61746,59940,58443,59785,60898
2014,2,20,57390,55001,53742,53135,53441,53843,54330,54196,55750,56916,57670,57114,53364,53858,53488,52253,51665,50921,53232,54021,53621,53358,55679,57153
2014,2,21,53941,51511,50172,49853,50184,50648,50586,48799,46931,46348,47423,47102,45890,46121,45882,45563,45758,46495,49446,50647,50514,50650,53140,53739
2014,2,22,50423,47984,46810,46665,47591,48984,50789,52882,58089,61121,62072,61708,57214,58557,58699,57766,57841,57765,59661,59747,57957,56806,58129,58889
2014,2,23,54720,52069,50806,50362,51144,52675,54372,55531,58956,60663,60745,59888,54961,56340,56557,55764,55747,55840,57951,58494,57036,55993,57290,57570
2014,2,24,53445,50689,49442,49238,50198,51899,53506,54493,57391,58735,58871,58105,53722,55482,56016,55712,55731,55353,56565,56517,55138,54542,55452,55665
2014,2,25,51302,48439,47177,46950,48061,49771,51125,51876,55102,57183,58405,58443,55337,57344,57862,57368,57323,57183,57568,56997,55266,54243,55525,55704
2014,2,26,51390,48309,46949,46645,47807,49665,51298,52029,54884,56854,57874,57875,54327,55842,56521,55741,55623,54940,56092,56399,54984,54111,55456,55615
2014,2,27,51599,48789,47264,46811,47822,49580,50600,50065,51174,51873,52811,52827,50057,51157,51381,50857,50313,49675,50672,50994,50433,50459,52660,53514
2014,2,28,50047,47402,46079,45519,46318,47361,47576,45713,43920,43668,44228,44081,43124,43311,42941,42673,42920,43808,46334,47767,47778,48147,50465,50703
2014,3,1,47230,44425,43176,42867,43978,45326,45911,45293,46411,47955,49736,50478,49214,49920,50100,49842,49741,49821,51522,52151,51838,51891,53807,54174
2014,3,2,50729,47911,46510,46437,47427,48981,51109,53287,57600,60226,61058,60992,56997,59222,59881,59516,59736,59469,59987,59757,57705,56444,57769,58348
2014,3,3,54486,51699,50378,50077,50809,52276,54196,55954,58977,60502,60567,59916,55177,57006,57391,56688,57203,57393,58512,58481,56795,55943,57185,57620
2014,3,4,53405,50460,48980,48605,49559,50879,52547,54043,57810,59814,60601,60678,56841,59416,60127,59527,59569,59285,59740,59400,57444,56081,57294,57667
2014,3,5,53426,50591,49241,48854,49485,50871,52748,54258,57488,59613,59940,59437,55108,57218,58001,57752,58317,58476,58896,58284,56594,55583,56774,57101
2014,3,6,53173,50322,48784,48548,49443,50761,51689,52047,53235,54311,54970,54895,51708,52806,52988,52213,51405,50464,51882,52359,51773,51723,53853,54973
2014,3,7,51608,48767,47285,46757,47381,48295,48272,46518,45069,44870,45706,45578,45110,45685,45645,45385,45302,46007,48292,49738,49720,49932,52292,52649
2014,3,8,49231,46652,45373,45384,46558,48303,50829,53414,57734,60245,60869,60498,56441,58690,59644,59434,59674,59411,60079,59999,58141,56595,57854,58223
2014,3,9,54323,51404,50127,50020,50886,52392,54311,55962,59591,61400,61719,61171,56823,59474,60424,60300,60707,60930,61506,61104,59240,57851,59242,59958
2014,3,10,56275,53482,52132,51907,52670,53989,55772,57269,59294,62029,63520,63260,59323,61279,61823,61328,61096,60578,61029,61090,59169,57959,59437,60290
2014,3,11,56512,53730,52640,52181,52954,54025,55586,57056,59877,61587,61714,60989,56515,58417,58869,58226,58244,58335,59710,60441,58806,57455,58433,59042
2014,3,12,54836,52062,50734,50450,51328,52458,53866,55368,58415,59979,60238,59981,55833,58060,58792,58421,58439,57861,58294,58600,57122,55993,57446,57982
2014,3,13,54089,51277,49847,49475,50126,51319,51773,51460,52497,53725,54685,54229,50895,51612,51258,50304,49391,48507,50518,52220,51842,51845,53903,54537
2014,3,14,51175,48580,47184,46745,47517,48409,48087,46440,44878,44706,45613,45551,44622,45082,44984,44959,45326,46147,47863,48926,48851,49090,51110,50918
2014,3,15,47352,44738,43585,43575,44797,46753,48875,51477,55981,58711,59614,59458,55763,57817,58387,57531,57091,56798,57580,58220,56684,55707,57132,57581
2014,3,16,53162,50250,49145,49052,50102,51762,53794,55756,58559,60011,60522,59979,55773,57896,58593,58070,58070,57893,59075,60282,58629,57154,58348,58693
2014,3,17,54563,51665,50471,50438,51453,53021,54798,56293,59079,60512,60693,60000,55837,58380,59371,59210,59749,59472,59819,60161,58533,57360,58412,58981
2014,3,18,54987,52300,51025,50788,51554,52898,54587,56375,59533,61490,61895,61248,56822,58969,59413,58725,58320,58267,59704,60837,59118,57731,58851,59207
2014,3,19,55265,52680,51498,51282,52158,53466,55210,56679,59285,60940,60987,60087,55359,57232,57518,57008,57282,57263,57812,58202,56608,55517,56890,56930
2014,3,20,52987,50166,48717,48298,49053,50211,50712,50765,51841,52428,52912,53205,50885,52146,52129,51657,51254,50231,51002,51632,51218,51237,53262,54215
2014,3,21,50783,48355,46857,46574,47206,48276,48403,46754,44764,44424,45384,45376,44492,44835,44623,44250,44356,44734,46931,49525,49595,50018,52065,52065
2014,3,22,48686,45961,44547,44628,45928,47744,50032,52707,57500,60262,61089,60887,57008,59551,60698,60840,61342,61190,60995,60485,58475,56964,58072,58453
2014,3,23,54276,51499,50244,49854,50780,52147,53730,55572,58991,60825,61085,60461,55951,57731,58310,57574,57583,57369,58288,59217,57738,56427,57537,57756
2014,3,24,53086,50194,49122,48983,49936,51451,53048,54481,57194,58548,58629,58086,53594,55737,56009,55016,55167,55051,55928,57442,56322,55400,56481,56309
2014,3,25,52217,49340,47967,47958,49093,51056,52883,54489,57278,58909,59331,58889,54819,57579,58434,58188,58400,58653,59489,60204,58646,57296,58500,59038
2014,3,26,54892,52128,50733,50394,51479,53169,55093,56421,58881,60255,60478,59738,55320,57133,57852,57452,57962,58004,58456,59089,57493,56224,57460,57935
2014,3,27,54163,51594,50077,49548,50269,51330,51629,51003,52099,53233,54334,54040,51209,52061,52040,50989,50108,49150,50287,51814,51411,51312,53326,54072
2014,3,28,50846,48250,46734,46272,46883,47820,47571,45985,44127,43746,44660,44437,43589,43746,43432,43221,43317,43978,45968,48865,48980,49400,51532,51375
2014,3,29,48196,45453,44028,44057,45576,47745,49930,52016,55923,58232,58571,58135,53723,55686,56322,55740,55848,55805,56672,58225,56824,55564,56560,56477
2014,3,30,52495,49678,48470,48124,49198,51025,52715,54107,57026,58862,58949,58012,53619,55343,55853,55414,55636,55582,56358,57470,56079,54909,55870,55664
2014,3,31,51261,48449,47289,46954,48132,49837,51583,53420,56667,58953,59738,59598,55928,58273,58706,58104,58120,57263,56958,57132,55529,54727,55947,55787
2014,4,1,51349,48493,47150,46921,47879,49547,51188,52680,55515,57263,58130,58060,54394,56899,57818,57719,57971,57736,57473,57739,56385,55254,56498,56734
2014,4,2,52477,49686,48345,48240,49502,51335,53221,54087,55950,57527,57662,57006,52816,54695,55266,54804,54893,54736,55491,57072,55901,54936,56028,56136
2014,4,3,52127,49568,48375,47874,48923,50371,51267,50831,51296,52112,52503,52275,49123,50017,49886,48961,48090,47355,48415,51221,51064,51259,52989,53429
2014,4,4,49794,47220,45795,45633,46488,47567,47376,45306,43146,42697,43371,43096,42291,42622,42391,42289,42364,42823,44568,47596,47950,48293,50063,49754
2014,4,5,45843,43163,41954,42087,43479,45638,47930,49640,53173,55179,55491,54903,50884,52936,53748,53419,53484,53132,53977,55671,54476,53498,54242,53564
2014,4,6,49137,46552,45259,45159,46250,48136,50273,51581,54455,56283,56978,56767,52512,54431,54742,54435,54372,54227,55081,56776,55726,54723,55370,55178
2014,4,7,50815,47858,46633,46543,47810,49748,51905,52762,54832,56247,56574,56539,52526,54673,55276,54807,54657,54168,54576,56624,55750,55110,56086,55746
2014,4,8,51230,48386,47307,47172,48412,50413,52330,53096,55177,56725,56916,56148,51880,53973,54610,54261,54339,54203,54814,56844,55884,54663,55323,54885
2014,4,9,50366,47568,46449,46350,47514,49360,51149,52165,54435,55591,55600,55010,50986,52928,53443,53029,53120,52903,53316,55057,54257,53329,54442,53975
2014,4,10,49597,46802,45615,45316,46188,47710,48605,48131,49115,50300,51203,51049,48404,49266,49413,48706,47997,47254,48164,49598,49556,49505,51091,51167
2014,4,11,47253,44518,43323,42902,43665,44981,45241,43495,42074,42247,43030,42978,42047,42530,42375,42422,42835,43755,45106,46879,46951,47197,48636,47801
2014,4,12,43988,41407,40384,40330,41623,43969,46649,48873,52730,55151,56017,55979,51758,53685,54377,54046,54328,54446,55094,55927,54997,53778,54696,54032
2014,4,13,49324,46713,45719,45692,46783,48658,50985,52409,55036,56604,56971,56637,52720,54995,55807,55427,55762,55624,56355,58181,57182,56005,56750,56532
2014,4,14,52221,49427,48091,47881,48804,50611,52565,53508,56020,57851,58136,57844,54098,56669,57783,57804,58175,57884,57541,58304,57156,56236,57027,56879
2014,4,15,52784,50051,48805,48625,49531,51086,52933,53741,56120,57922,58131,57715,53547,55294,55774,55364,55317,55150,55580,57659,56792,55667,56440,56007
2014,4,16,51595,48970,47934,47734,48737,50374,52051,52640,54886,56434,56590,56119,52039,53952,54652,54384,54518,54079,54541,56319,55800,54899,55940,55492
2014,4,17,51275,48634,47371,47125,48154,49524,50588,50074,50892,51609,51998,51752,48767,49564,49488,48475,47648,46684,47509,50052,50507,50620,52115,52212
2014,4,18,48417,45771,44373,44129,44946,45998,46091,44276,42849,43101,43802,43814,43000,43364,43317,43094,43332,44001,45283,47400,47656,47810,49721,49075
2014,4,19,45369,42605,41412,41457,42788,44960,47182,49031,52692,54884,55512,55383,51759,54260,55263,54882,54943,54686,54903,55814,54696,53923,54547,53695
2014,4,20,48979,46051,45037,44818,45974,47791,50023,50799,52817,54059,54312,54069,50375,52806,53517,53280,53344,52951,53441,55078,54386,53471,53857,52516
2014,4,21,48025,45360,44357,44002,44837,46586,49160,50257,52617,54088,54523,54531,50886,53554,54554,54484,54714,54640,54640,55520,54742,54014,54575,53844
2014,4,22,49234,46655,45496,45146,46009,47876,50417,51788,54115,55893,56553,56338,52519,54940,55871,55621,55729,55173,55386,56024,55058,54061,54791,54244
2014,4,23,49554,46878,45809,45466,46516,48298,50223,51334,53401,54959,55370,55010,51101,53360,54078,53776,53986,53776,54082,55102,54612,53768,54650,54202
2014,4,24,50088,47216,45979,45568,46617,48120,49106,48341,49059,49827,50429,50282,47422,48392,48429,47652,46907,45904,46447,48912,49575,49765,51033,50763
2014,4,25,46920,44510,43157,42928,43771,45076,45352,43540,42067,42052,42642,42506,41623,42108,42015,41814,42001,42227,43311,46164,46919,47305,48521,47374
2014,4,26,43425,41016,39890,39812,40860,42997,45736,47545,50936,53392,54094,54175,50757,53771,55109,55453,55869,55985,56002,56083,54792,53693,54356,53660
2014,4,27,49108,46223,44986,44717,45833,47534,49882,51176,53102,54502,54894,54765,51389,54380,55480,55634,55943,55775,55495,56387,55550,54744,55557,54878
2014,4,28,50437,47649,46367,46316,47501,49039,50948,52303,55198,57049,58071,58620,55127,57725,58766,58350,58325,57227,56440,57177,56158,55267,56420,56685
2014,4,29,52468,49739,48322,47806,48732,49901,51597,52423,54595,55817,56313,56102,52156,54268,54862,54446,54494,53910,53977,55765,55641,54699,55345,54937
2014,4,30,50457,47753,46472,46292,47387,48933,50577,50978,53159,54562,55018,54762,51036,53188,53946,53524,53200,52139,51620,53567,53615,53095,53951,53509
2014,5,1,49267,46711,45338,44973,45951,46941,47445,45869,44473,44224,44847,44722,43189,43664,43621,43111,42710,42841,43726,46221,47086,47238,48578,48257
2014,5,2,44581,42009,40841,40564,41543,42782,43320,41909,40546,40958,41636,41642,41227,41456,41513,41366,41644,42077,43162,45798,46788,47059,47824,46273
2014,5,3,42300,40077,39127,38965,40017,41812,44428,46679,49969,52243,53138,53243,49956,52500,53442,53195,53489,53088,53047,54328,53814,52764,52490,51063
2014,5,4,46622,44252,43103,42616,43325,44841,47315,48910,51198,52883,53356,53452,50115,52801,54078,53648,53881,53077,52587,54128,53967,52644,52175,50685
